Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,127.12236785888672,125.0956039428711,125.41108703613281,126.62523651123047,6438444.0,82.3589096069336
2010-01-05,126.05162811279297,124.37858581542969,125.88909912109375,125.0956039428711,7156104.0,81.364013671875
2010-01-06,125.70745849609375,124.1013412475586,124.93307495117188,124.2829818725586,5863144.0,80.8354721069336
2010-01-07,124.52198791503906,123.24092102050781,124.15869903564453,123.85277557373047,6109268.0,80.55565643310547
2010-01-08,125.16252136230469,123.37476348876953,123.39388275146484,125.0956039428711,4390271.0,81.364013671875
2010-01-11,125.2963638305664,123.011474609375,125.2963638305664,123.78585052490234,5993998.0,80.5121078491211
2010-01-12,125.55449676513672,123.32695770263672,123.35564422607422,124.77055358886719,8453249.0,81.15261840820312
2010-01-13,125.35372924804688,123.47992706298828,124.65583038330078,124.50286865234375,6752348.0,80.9784927368164
2010-01-14,126.8738021850586,124.19693756103516,124.80879211425781,126.49139404296875,7438943.0,82.2718734741211
2010-01-15,127.04589080810547,125.3250503540039,126.22370910644531,125.98470306396484,8885142.0,81.94229888916016
2010-01-19,128.34608459472656,125.77437591552734,125.84130096435547,128.2409210205078,14556345.0,83.4097900390625
2010-01-20,125.38240814208984,123.27915954589844,124.7227554321289,124.52198791503906,15896585.0,80.99093627929688
2010-01-21,124.94264221191406,122.42829895019531,124.73231506347656,123.32695770263672,10050596.0,80.21365356445312
2010-01-22,123.22179412841797,119.85659790039062,123.011474609375,119.98088073730469,10552676.0,78.03732299804688
2010-01-25,121.30975341796875,120.181640625,120.77437591552734,120.57361602783203,6002471.0,78.4228286743164
2010-01-26,122.13192749023438,119.89483642578125,120.38240814208984,120.21988677978516,7463524.0,78.19277954101562
2010-01-27,121.37667083740234,119.54110717773438,120.28680419921875,120.77437591552734,9120283.0,78.5534439086914
2010-01-28,121.45315551757812,117.63862609863281,121.44359588623047,118.3078384399414,10064821.0,76.94915008544922
2010-01-29,119.50286865234375,116.53919982910156,118.85277557373047,117.00764465332031,12103475.0,76.1034927368164
2010-02-01,119.45507049560547,117.38050079345703,117.81070709228516,119.1873779296875,7576073.0,77.521240234375
2010-02-02,120.2772445678711,118.4990463256836,119.3021011352539,120.00955963134766,6171295.0,78.05596923828125
2010-02-03,120.52581024169922,119.56979370117188,119.65583038330078,120.13384246826172,4369247.0,78.13680267333984
2010-02-04,119.92351531982422,117.4952163696289,119.68450927734375,117.5908203125,9546737.0,76.4828109741211
2010-02-05,118.27915954589844,116.47227478027344,117.62906646728516,118.08795166015625,9013382.0,76.80612182617188
2010-02-08,117.8011474609375,116.38623046875,117.73422241210938,116.52007293701172,5981551.0,76.14099884033203
2010-02-09,118.73805236816406,117.07456970214844,117.25621032714844,117.79158782958984,6322547.0,76.97189331054688
2010-02-10,118.21223449707031,116.83556365966797,117.53346252441406,117.4091796875,5459179.0,76.72199249267578
2010-02-11,118.73805236816406,116.6921615600586,117.18929290771484,118.2887191772461,5323094.0,77.29672241210938
2010-02-12,118.59464263916016,116.26194763183594,117.60037994384766,118.54684448242188,8386514.0,77.46540832519531
2010-02-16,119.7227554321289,118.65200805664062,119.41682434082031,119.7227554321289,7089056.0,78.23381805419922
2010-02-17,120.96558380126953,119.7036361694336,119.98088073730469,120.77437591552734,6095460.0,78.92101287841797
2010-02-18,122.37093353271484,120.45889282226562,120.58317565917969,122.18929290771484,5780091.0,79.84558868408203
2010-02-19,122.42829895019531,121.29063415527344,121.74951934814453,121.5965576171875,6593043.0,79.45826721191406
2010-02-22,121.82600402832031,120.75525665283203,121.70172119140625,121.2715072631836,3983273.0,79.245849609375
2010-02-23,122.04589080810547,120.45889282226562,120.91778564453125,120.8986587524414,4803127.0,79.0022201538086
2010-02-24,122.62906646728516,121.23326873779297,121.43403625488281,121.97896575927734,5001972.0,79.7081527709961
2010-02-25,121.64435577392578,120.04779815673828,120.5066909790039,121.4818344116211,5919000.0,79.3833236694336
2010-02-26,122.37093353271484,121.16635131835938,121.42447662353516,121.56787872314453,5004273.0,79.43952941894531
2010-03-01,123.16443634033203,121.86424255371094,121.8929214477539,122.9158706665039,4788274.0,80.32038879394531
2010-03-02,123.41300201416016,121.53919982910156,123.04015350341797,121.81644439697266,6289912.0,79.60196685791016
2010-03-03,122.39006042480469,121.1089859008789,122.11280822753906,121.3001937866211,6683940.0,79.26461029052734
2010-03-04,121.4818344116211,119.95220184326172,121.4818344116211,121.14722442626953,6309786.0,79.16464233398438
2010-03-05,121.94072723388672,121.45315551757812,121.57743835449219,121.65392303466797,6422649.0,79.4957504272461
2010-03-08,121.8929214477539,120.80306243896484,121.47227478027344,120.85086059570312,6484468.0,78.97099304199219
2010-03-09,120.73613739013672,119.69407653808594,120.7170181274414,120.02867889404297,7875125.0,78.4337158203125
2010-03-10,120.80306243896484,119.7036361694336,120.44933319091797,120.0956039428711,7234345.0,78.47745513916016
2010-03-11,122.18929290771484,120.181640625,120.181640625,121.988525390625,8286621.0,79.71439361572266
2010-03-12,122.72466278076172,121.9024887084961,122.28489685058594,122.3135757446289,5407297.0,79.92679595947266
2010-03-15,122.69598388671875,121.68260192871094,121.79732513427734,122.20841217041016,4704594.0,79.85809326171875
2010-03-16,123.21223449707031,121.84512329101562,122.37093353271484,123.011474609375,6417105.0,80.38286590576172
2010-03-17,123.26004028320312,121.75907897949219,123.23136138916016,122.14149475097656,6640426.0,79.81436157226562
2010-03-18,123.08795166015625,121.84512329101562,121.85468292236328,122.73422241210938,5182302.0,80.20167541503906
2010-03-19,123.26004028320312,121.20458984375,122.09368896484375,122.09368896484375,11238538.0,79.78311157226562
2010-03-22,122.74378967285156,121.00382232666016,121.52007293701172,122.35181427001953,5911887.0,79.95179748535156
2010-03-23,123.73805236816406,122.02677154541016,122.3135757446289,123.6806869506836,6253511.0,80.82018280029297
2010-03-24,124.23518371582031,122.82026672363281,122.97322845458984,122.87763214111328,6976088.0,80.2954330444336
2010-03-25,124.98088073730469,123.45124053955078,123.67112731933594,123.55640411376953,7952947.0,80.73893737792969
2010-03-26,124.0726547241211,123.05927276611328,123.26004028320312,123.57552337646484,5806137.0,80.7514419555664
2010-03-29,124.23518371582031,122.61949920654297,123.61376953125,122.93498992919922,4856578.0,80.33284759521484
2010-03-30,123.45124053955078,122.60993957519531,123.23136138916016,123.1070785522461,3584224.0,80.4453353881836
2010-03-31,123.08795166015625,122.03633117675781,122.5908203125,122.60993957519531,5130421.0,80.12049102783203
2010-04-01,123.62332916259766,121.94072723388672,123.27915954589844,122.60993957519531,5209603.0,80.12049102783203
2010-04-05,124.09178161621094,122.5047836303711,122.73422241210938,123.66156768798828,4308160.0,80.80767059326172
2010-04-06,123.61376953125,122.41873931884766,123.02103424072266,123.26004028320312,4106910.0,80.54527282714844
2010-04-07,123.5850830078125,122.38050079345703,122.87763214111328,122.82982635498047,5394222.0,80.26416778564453
2010-04-08,122.5908203125,121.60611724853516,122.4091796875,121.99808502197266,6283217.0,79.72064971923828
2010-04-09,123.20267486572266,121.5296401977539,122.25621032714844,123.0975112915039,5423615.0,80.4390640258789
2010-04-12,123.2887191772461,122.60037994384766,122.9158706665039,122.71510314941406,4175946.0,80.18917083740234
2010-04-13,123.73805236816406,122.21797180175781,122.61949920654297,123.35564422607422,7132779.0,80.60774993896484
2010-04-14,125.64053344726562,123.76673126220703,124.02485656738281,125.47801208496094,8938907.0,81.99462127685547
2010-04-15,125.37284851074219,124.46463012695312,124.7896728515625,125.13384246826172,6720864.0,81.76973724365234
2010-04-16,126.35755157470703,124.52198791503906,124.93307495117188,124.8852767944336,9985325.0,81.60730743408203
2010-04-19,126.46271514892578,124.64627075195312,124.64627075195312,126.4149169921875,11875970.0,82.60686492919922
2010-04-20,124.59847259521484,122.61949920654297,123.5181655883789,123.98661804199219,15916459.0,81.02008056640625
2010-04-21,124.54110717773438,122.84894561767578,124.15869903564453,123.31739807128906,7906923.0,80.582763671875
2010-04-22,123.67112731933594,122.15105438232422,122.98279571533203,123.45124053955078,6295351.0,80.67023468017578
2010-04-23,124.37858581542969,123.04971313476562,123.4034423828125,124.27342224121094,6482376.0,81.20746612548828
2010-04-26,125.2772445678711,123.84320831298828,124.05353546142578,124.98088073730469,5528528.0,81.6697769165039
2010-04-27,126.19503021240234,123.04971313476562,124.1873779296875,123.15487670898438,11418868.0,80.4765396118164
2010-04-28,124.73231506347656,123.35564422607422,123.70936584472656,124.37858581542969,7449926.0,81.27620697021484
2010-04-29,125.43977355957031,124.42638397216797,124.80879211425781,124.7227554321289,6053097.0,81.50110626220703
2010-04-30,124.89483642578125,123.17399597167969,124.69407653808594,123.32695770263672,6554968.0,80.58901977539062
2010-05-03,124.41682434082031,123.13575744628906,123.6998062133789,123.90057373046875,5221737.0,80.9638671875
2010-05-04,123.26004028320312,121.00382232666016,123.22179412841797,122.48565673828125,8666110.0,80.03927612304688
2010-05-05,122.5908203125,121.29063415527344,121.5296401977539,121.85468292236328,6352149.0,79.62693786621094
2010-05-06,122.30401611328125,110.8986587524414,120.73613739013672,118.4703598022461,13774565.0,77.83059692382812
2010-05-07,118.91969299316406,114.7227554321289,117.93498992919922,116.73040008544922,11071701.0,76.68746948242188
