Date,High,Low,Open,Close,Volume,Adj Close
2010-01-04,80.00770568847656,78.75264739990234,79.193359375,79.61490631103516,3630352.0,53.70825958251953
2010-01-05,79.73944854736328,78.58977508544922,79.6915512084961,79.04006958007812,3515432.0,53.32047653198242
2010-01-06,80.35260772705078,78.39816284179688,78.94425964355469,79.9885482788086,5578661.0,53.960330963134766
2010-01-07,80.1226806640625,78.91551971435547,79.47119140625,79.39454650878906,4300559.0,53.55961990356445
2010-01-08,80.26638793945312,78.11074829101562,79.0592269897461,80.20890045166016,4336465.0,54.108978271484375
2010-01-11,81.27234649658203,78.84845733642578,80.6208724975586,79.48077392578125,4079384.0,53.6177864074707
2010-01-12,78.72390747070312,76.55868530273438,78.36942291259766,76.79820251464844,7071676.0,51.80812454223633
2010-01-13,77.31555938720703,75.30362701416016,76.97065734863281,76.2904281616211,7685520.0,51.4655876159668
2010-01-14,77.05687713623047,75.80181884765625,75.83055877685547,76.88442993164062,4717547.0,51.86629867553711
2010-01-15,76.9035873413086,75.0641098022461,76.68323516845703,75.6102066040039,8252916.0,51.00670623779297
2010-01-19,76.09881591796875,74.96830749511719,75.35153198242188,76.03175354003906,5700052.0,51.29107666015625
2010-01-20,75.30362701416016,73.58869934082031,75.30362701416016,74.92998504638672,6289785.0,50.54782485961914
2010-01-21,75.21739959716797,72.70728302001953,74.87249755859375,72.82225036621094,7607341.0,49.12595748901367
2010-01-22,74.882080078125,72.5444107055664,73.37792205810547,72.90847778320312,10140686.0,49.18412399291992
2010-01-25,75.23656463623047,73.57911682128906,73.79946899414062,74.39347076416016,6724621.0,50.18589401245117
2010-01-26,74.7000503540039,73.01386260986328,73.01386260986328,73.44498443603516,9110167.0,49.54603958129883
2010-01-27,73.96234130859375,72.2282485961914,73.48331451416016,73.2246322631836,5282229.0,49.39740753173828
2010-01-28,75.514404296875,71.26060485839844,74.21144104003906,74.24976348876953,11850806.0,50.088966369628906
2010-01-29,76.47246551513672,74.48927307128906,74.86292266845703,75.05453491210938,11222245.0,50.63185119628906
2010-02-01,76.56826782226562,75.63894653320312,75.77307891845703,76.48204040527344,6349280.0,51.594818115234375
2010-02-02,77.5359115600586,75.88804626464844,76.75029754638672,77.39220428466797,5384519.0,52.20882797241211
2010-02-03,77.72752380371094,76.30001068115234,77.27723693847656,76.76946258544922,3686611.0,51.78874969482422
2010-02-04,76.09881591796875,73.10008239746094,76.09881591796875,73.23421478271484,7981430.0,49.40385818481445
2010-02-05,73.92401885986328,71.15522003173828,73.17672729492188,73.49288940429688,10682927.0,49.578365325927734
2010-02-08,75.28446960449219,72.83182525634766,73.55037689208984,73.10008239746094,6923878.0,49.31336975097656
2010-02-09,75.59104919433594,73.27253723144531,74.1539535522461,74.64256286621094,8421798.0,50.353919982910156
2010-02-10,75.6102066040039,73.86653900146484,75.12159729003906,75.10243225097656,6153885.0,50.66414260864258
2010-02-11,77.14310455322266,74.48927307128906,75.16950225830078,77.08562469482422,6484240.0,52.002017974853516
